Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,line,name,mold_name,time,date,count,working,emergency_stop,molten_temp,facility_operation_cycleTime,production_cycletime,low_section_speed,high_section_speed,molten_volume,cast_pressure,biscuit_thickness,upper_mold_temp1,upper_mold_temp2,upper_mold_temp3,lower_mold_temp1,lower_mold_temp2,lower_mold_temp3,sleeve_temperature,physical_strength,Coolant_temperature,EMS_operation_time,tryshot_signal,mold_code,heating_furnace,anomalyornot,anomaly_detail,probability,passorfail,registration_time,shap1,shap2,shap3
2463,2463,2463,2463,76075,0,0,0,1,10521,101,0,0,728.0,118,120,110.0,111.0,,332.0,53.0,216.0,111.0,1449.0,208.0,173.0,1449.0,442.0,723.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:22:09,cast_pressure,upper_mold_temp1,biscuit_thickness
2464,2464,2464,2464,76076,0,0,0,1,10528,90,0,0,707.0,122,123,110.0,112.0,94.0,330.0,41.0,211.0,201.0,1449.0,274.0,254.0,1449.0,380.0,700.0,30.0,23,1,8917,2,,,0.000914718821097,,2019-03-13 23:22:53,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2465,2465,2465,2465,76077,0,0,0,1,10536,102,0,0,729.0,120,120,110.0,112.0,,332.0,53.0,214.0,110.0,1449.0,207.0,173.0,1449.0,430.0,725.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:24:11,cast_pressure,upper_mold_temp1,biscuit_thickness
2466,2466,2466,2466,76078,0,0,0,1,10546,91,0,0,707.0,122,123,110.0,112.0,94.0,330.0,44.0,227.0,201.0,1449.0,274.0,255.0,1449.0,380.0,701.0,30.0,23,1,8917,2,,,0.0007792650984192,,2019-03-13 23:24:53,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2467,2467,2467,2467,76079,0,0,0,1,10561,92,0,0,707.0,123,123,110.0,112.0,92.0,330.0,44.0,212.0,202.0,1449.0,274.0,255.0,1449.0,378.0,699.0,30.0,23,1,8917,2,,,0.000914718821097,,2019-03-13 23:26:57,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2468,2468,2468,2468,76080,0,0,0,1,10581,93,0,0,708.0,122,122,110.0,112.0,92.0,330.0,44.0,219.0,202.0,1449.0,275.0,255.0,1449.0,382.0,700.0,30.0,23,1,8917,2,,,0.0010275542545035,,2019-03-13 23:29:00,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2469,2469,2469,2469,76081,0,0,0,1,10588,103,0,0,731.0,120,120,109.0,112.0,,332.0,50.0,86.0,111.0,1449.0,131.0,156.0,1449.0,328.0,711.0,33.0,6,0,8412,0,,,0.7196456789970398,,2019-03-13 23:30:03,upper_mold_temp1,cast_pressure,lower_mold_temp2
2470,2470,2470,2470,76082,0,0,0,1,10597,94,0,0,708.0,122,123,110.0,112.0,91.0,330.0,40.0,220.0,202.0,1449.0,275.0,253.0,1449.0,383.0,697.0,30.0,23,1,8917,2,,,0.0010217241408731,,2019-03-13 23:31:04,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2471,2471,2471,2471,76083,0,0,0,1,10604,104,0,0,731.0,162,119,110.0,112.0,,332.0,56.0,178.0,110.0,1449.0,167.0,159.0,1449.0,391.0,704.0,33.0,6,1,8412,0,,,0.0003179267805535,,2019-03-13 23:32:05,cast_pressure,upper_mold_temp1,biscuit_thickness
2472,2472,2472,2472,76084,0,0,0,1,10615,95,0,0,709.0,122,123,110.0,112.0,91.0,330.0,44.0,218.0,203.0,1449.0,275.0,255.0,1449.0,384.0,700.0,30.0,23,1,8917,2,,,0.0010263919295342,,2019-03-13 23:33:05,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2473,2473,2473,2473,76085,0,0,0,1,10621,105,0,0,731.0,121,119,110.0,112.0,,332.0,54.0,199.0,111.0,1449.0,186.0,162.0,1449.0,420.0,707.0,33.0,6,1,8412,0,,,0.0002609229995869,,2019-03-13 23:34:05,cast_pressure,upper_mold_temp1,biscuit_thickness
2474,2474,2474,2474,76086,0,0,0,1,10633,96,0,0,711.0,122,123,110.0,112.0,89.0,330.0,45.0,224.0,203.0,1449.0,275.0,257.0,1449.0,386.0,701.0,30.0,23,1,8917,2,,,0.000975392551818,,2019-03-13 23:35:12,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2475,2475,2475,2475,76087,0,0,0,1,10639,106,0,0,731.0,120,120,110.0,112.0,,332.0,52.0,206.0,111.0,1449.0,193.0,164.0,1449.0,420.0,721.0,33.0,6,1,8412,0,,,0.0002609229995869,,2019-03-13 23:36:00,cast_pressure,upper_mold_temp1,biscuit_thickness
2476,2476,2476,2476,76088,0,0,0,1,10653,97,0,0,714.0,122,123,110.0,112.0,88.0,330.0,43.0,231.0,203.0,1449.0,276.0,256.0,1449.0,386.0,700.0,30.0,23,1,8917,2,,,0.0010326288960805,,2019-03-13 23:37:17,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2477,2477,2477,2477,76089,0,0,0,1,10658,107,0,0,730.0,118,118,110.0,112.0,,332.0,51.0,211.0,111.0,1449.0,198.0,166.0,1449.0,425.0,725.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:37:56,cast_pressure,upper_mold_temp1,biscuit_thickness
2478,2478,2478,2478,76090,0,0,0,1,10671,98,0,0,715.0,122,123,110.0,112.0,88.0,331.0,43.0,222.0,204.0,1449.0,276.0,257.0,1449.0,384.0,700.0,30.0,23,1,8917,2,,,0.0030234709719857,,2019-03-13 23:39:20,sleeve_temperature,lower_mold_temp1,Coolant_temperature
2479,2479,2479,2479,76091,0,0,0,1,10674,108,0,0,730.0,119,119,110.0,112.0,,332.0,52.0,210.0,111.0,1449.0,200.0,167.0,1449.0,441.0,716.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:39:51,cast_pressure,upper_mold_temp1,biscuit_thickness
2480,2480,2480,2480,76092,0,0,0,1,10690,99,0,0,718.0,122,123,110.0,112.0,87.0,330.0,45.0,228.0,204.0,1449.0,276.0,257.0,1449.0,382.0,696.0,31.0,23,1,8917,2,,,0.000859266792059,,2019-03-13 23:41:26,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2481,2481,2481,2481,76093,0,0,0,1,10693,109,0,0,729.0,119,120,110.0,112.0,,332.0,55.0,210.0,110.0,1449.0,200.0,168.0,1449.0,442.0,688.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:41:54,cast_pressure,upper_mold_temp1,biscuit_thickness
2482,2482,2482,2482,76094,0,0,0,1,10708,100,0,0,719.0,122,123,110.0,112.0,86.0,330.0,43.0,214.0,204.0,1449.0,276.0,258.0,1449.0,382.0,698.0,30.0,23,1,8917,2,,,0.0010279327723516,,2019-03-13 23:43:19,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2483,2483,2483,2483,76095,0,0,0,1,10712,110,0,0,729.0,119,121,110.0,112.0,,332.0,50.0,212.0,110.0,1449.0,201.0,168.0,1449.0,448.0,722.0,33.0,6,1,8412,0,,,0.0003122110501863,,2019-03-13 23:43:56,cast_pressure,upper_mold_temp1,high_section_speed
2484,2484,2484,2484,76096,0,0,0,1,10725,101,0,0,719.0,122,123,110.0,111.0,85.0,330.0,44.0,216.0,204.0,1449.0,277.0,258.0,1449.0,380.0,700.0,30.0,23,1,8917,2,,,0.0009367184491759,,2019-03-13 23:45:21,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2485,2485,2485,2485,76097,0,0,0,1,10729,111,0,0,729.0,121,121,110.0,112.0,,332.0,52.0,211.0,110.0,1449.0,202.0,169.0,1449.0,449.0,711.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:45:58,cast_pressure,upper_mold_temp1,biscuit_thickness
2486,2486,2486,2486,76098,0,0,0,1,10742,102,0,0,721.0,122,123,110.0,111.0,84.0,330.0,44.0,229.0,205.0,1449.0,277.0,258.0,1449.0,383.0,700.0,31.0,23,1,8917,2,,,0.0007019332539856,,2019-03-13 23:47:26,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2487,2487,2487,2487,76099,0,0,0,1,10746,112,0,0,729.0,120,120,110.0,112.0,,332.0,55.0,211.0,111.0,1449.0,202.0,169.0,1449.0,445.0,721.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:47:57,cast_pressure,upper_mold_temp1,biscuit_thickness
2488,2488,2488,2488,76100,0,0,0,1,10760,103,0,0,721.0,122,123,110.0,112.0,84.0,330.0,45.0,217.0,205.0,1449.0,277.0,259.0,1449.0,384.0,699.0,30.0,23,1,8917,2,,,0.0011518548086513,,2019-03-13 23:49:27,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2489,2489,2489,2489,76101,0,0,0,1,10764,113,0,0,730.0,120,121,110.0,112.0,,332.0,53.0,211.0,111.0,1449.0,202.0,170.0,1449.0,450.0,715.0,33.0,6,1,8412,0,,,0.0002495347289368,,2019-03-13 23:49:51,cast_pressure,upper_mold_temp1,biscuit_thickness
2490,2490,2490,2490,76102,0,0,0,1,10775,104,0,0,721.0,122,123,110.0,112.0,83.0,330.0,43.0,224.0,205.0,1449.0,277.0,259.0,1449.0,386.0,700.0,30.0,23,1,8917,2,,,0.0010326288960805,,2019-03-13 23:51:30,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2491,2491,2491,2491,76103,0,0,0,1,10790,114,0,0,733.0,120,199,110.0,112.0,,332.0,47.0,149.0,111.0,1449.0,169.0,164.0,1449.0,401.0,723.0,34.0,6,1,8412,1,,,0.0007038681069388,,2019-03-13 23:53:09,cast_pressure,lower_mold_temp2,biscuit_thickness
2492,2492,2492,2492,76104,0,0,0,1,10795,105,0,0,721.0,122,126,110.0,111.0,82.0,330.0,42.0,206.0,205.0,1449.0,277.0,258.0,1449.0,394.0,692.0,31.0,23,1,8917,2,,,0.00069873999484,,2019-03-13 23:53:37,lower_mold_temp1,cast_pressure,biscuit_thickness
2493,2493,2493,2493,76105,0,0,0,1,10809,115,0,0,732.0,196,117,110.0,112.0,,332.0,54.0,195.0,111.0,1449.0,189.0,165.0,1449.0,432.0,700.0,33.0,6,1,8412,1,,,0.0002609229995869,,2019-03-13 23:55:10,cast_pressure,upper_mold_temp1,high_section_speed
2494,2494,2494,2494,76106,0,0,0,1,10815,106,0,0,721.0,125,123,110.0,112.0,81.0,330.0,44.0,219.0,206.0,1449.0,276.0,258.0,1449.0,385.0,700.0,31.0,23,1,8917,2,,,0.0007738227034747,,2019-03-13 23:55:43,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2495,2495,2495,2495,76107,0,0,0,1,10832,107,0,0,721.0,122,123,110.0,112.0,80.0,330.0,42.0,219.0,206.0,1449.0,277.0,259.0,1449.0,383.0,699.0,31.0,23,1,8917,2,,,0.0007738227034747,,2019-03-13 23:57:46,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2496,2496,2496,2496,76108,0,0,0,1,10841,116,0,0,731.0,196,117,110.0,112.0,,332.0,49.0,130.0,111.0,1449.0,156.0,159.0,1449.0,368.0,732.0,33.0,6,1,8412,1,,,0.0014277582522481,,2019-03-13 23:59:01,cast_pressure,lower_mold_temp2,molten_temp
2497,2497,2497,2497,76109,0,0,0,1,10848,108,0,0,722.0,122,123,110.0,112.0,79.0,330.0,41.0,207.0,206.0,1449.0,277.0,258.0,1449.0,386.0,700.0,31.0,23,1,8917,2,,,0.0007738227034747,,2019-03-13 23:59:47,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2498,2498,2498,2498,76110,0,0,0,2,8,117,0,0,730.0,138,118,110.0,112.0,,332.0,53.0,191.0,111.0,1449.0,181.0,162.0,1449.0,400.0,708.0,33.0,6,1,8412,1,,,0.000291278673103,,2019-03-14 00:00:59,cast_pressure,upper_mold_temp1,biscuit_thickness
2499,2499,2499,2499,76111,0,0,0,2,15,109,0,0,722.0,122,122,110.0,112.0,79.0,329.0,47.0,212.0,206.0,1449.0,278.0,257.0,1449.0,387.0,699.0,31.0,23,1,8917,2,,,0.0010001023986829,,2019-03-14 00:01:47,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2500,2500,2500,2500,76112,0,0,0,2,25,118,0,0,729.0,117,118,110.0,112.0,,332.0,55.0,204.0,110.0,1449.0,192.0,164.0,1449.0,432.0,729.0,33.0,6,1,8412,1,,,0.0002609229995869,,2019-03-14 00:02:49,cast_pressure,upper_mold_temp1,biscuit_thickness
2501,2501,2501,2501,76113,0,0,0,2,33,110,0,0,723.0,123,123,110.0,112.0,77.0,330.0,43.0,220.0,207.0,1449.0,278.0,259.0,1449.0,388.0,695.0,30.0,23,1,8917,2,,,0.0010279327723516,,2019-03-14 00:03:56,lower_mold_temp1,cast_pressure,Coolant_temperature
2502,2502,2502,2502,76114,0,0,0,2,41,119,0,0,730.0,117,117,110.0,112.0,,332.0,50.0,209.0,111.0,1449.0,199.0,166.0,1449.0,445.0,729.0,34.0,6,1,8412,1,,,0.0003122110501863,,2019-03-14 00:04:48,cast_pressure,upper_mold_temp1,high_section_speed
2503,2503,2503,2503,76115,0,0,0,2,53,111,0,0,724.0,122,123,110.0,111.0,77.0,330.0,46.0,211.0,207.0,1449.0,278.0,259.0,1449.0,389.0,700.0,31.0,23,1,8917,2,,,0.0007830074298272,,2019-03-14 00:05:58,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2504,2504,2504,2504,76116,0,0,0,2,61,120,0,0,731.0,117,118,110.0,112.0,,332.0,53.0,211.0,111.0,1449.0,200.0,167.0,1449.0,446.0,727.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:06:51,cast_pressure,upper_mold_temp1,biscuit_thickness
2505,2505,2505,2505,76117,0,0,0,2,71,112,0,0,725.0,123,123,110.0,111.0,76.0,330.0,46.0,232.0,207.0,1449.0,277.0,258.0,1449.0,389.0,694.0,31.0,23,1,8917,2,,,0.0007794456329055,,2019-03-14 00:07:55,lower_mold_temp1,cast_pressure,sleeve_temperature
2506,2506,2506,2506,76118,0,0,0,2,79,121,0,0,731.0,117,117,110.0,112.0,,332.0,51.0,213.0,111.0,1449.0,205.0,168.0,1449.0,451.0,704.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:08:49,cast_pressure,upper_mold_temp1,biscuit_thickness
2507,2507,2507,2507,76119,0,0,0,2,89,113,0,0,727.0,122,123,110.0,112.0,75.0,330.0,45.0,227.0,207.0,1449.0,278.0,261.0,1449.0,386.0,694.0,30.0,23,1,8917,2,,,0.001146617099281,,2019-03-14 00:09:57,lower_mold_temp1,cast_pressure,Coolant_temperature
2508,2508,2508,2508,76120,0,0,0,2,95,122,0,0,732.0,118,119,110.0,112.0,,332.0,51.0,214.0,111.0,1449.0,206.0,169.0,1449.0,448.0,723.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:10:41,cast_pressure,upper_mold_temp1,biscuit_thickness
2509,2509,2509,2509,76121,0,0,0,2,107,114,0,0,727.0,123,123,110.0,112.0,74.0,330.0,41.0,226.0,207.0,1449.0,278.0,261.0,1449.0,388.0,700.0,31.0,23,1,8917,2,,,0.0007738227034747,,2019-03-14 00:12:01,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2510,2510,2510,2510,76122,0,0,0,2,112,123,0,0,731.0,118,119,110.0,112.0,,332.0,53.0,214.0,111.0,1449.0,206.0,169.0,1449.0,452.0,718.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:12:40,cast_pressure,upper_mold_temp1,biscuit_thickness
2511,2511,2511,2511,76123,0,0,0,2,127,115,0,0,728.0,122,123,110.0,112.0,74.0,330.0,43.0,230.0,208.0,1449.0,278.0,261.0,1449.0,385.0,701.0,31.0,23,1,8917,2,,,0.0007683305918982,,2019-03-14 00:14:05,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2512,2512,2512,2512,76124,0,0,0,2,131,124,0,0,731.0,118,119,110.0,112.0,,339.0,51.0,215.0,111.0,1449.0,209.0,169.0,1449.0,450.0,688.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:14:39,cast_pressure,upper_mold_temp1,biscuit_thickness
2513,2513,2513,2513,76125,0,0,0,2,147,116,0,0,727.0,122,122,110.0,112.0,72.0,330.0,44.0,225.0,208.0,1449.0,278.0,262.0,1449.0,379.0,693.0,31.0,23,1,8917,2,,,0.0007711751981271,,2019-03-14 00:16:13,lower_mold_temp1,cast_pressure,biscuit_thickness
2514,2514,2514,2514,76126,0,0,0,2,150,125,0,0,731.0,118,118,110.0,112.0,,332.0,55.0,216.0,110.0,1449.0,208.0,170.0,1449.0,442.0,718.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:16:37,cast_pressure,upper_mold_temp1,biscuit_thickness
2515,2515,2515,2515,76127,0,0,0,2,167,117,0,0,727.0,122,123,110.0,111.0,72.0,330.0,42.0,231.0,208.0,1449.0,278.0,261.0,1449.0,381.0,700.0,31.0,23,1,8917,2,,,0.0007019332539856,,2019-03-14 00:18:17,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2516,2516,2516,2516,76128,0,0,0,2,169,126,0,0,730.0,118,119,110.0,112.0,,332.0,56.0,215.0,110.0,1449.0,207.0,170.0,1449.0,454.0,708.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:18:36,cast_pressure,upper_mold_temp1,biscuit_thickness
2517,2517,2517,2517,76129,0,0,0,2,185,118,0,0,727.0,123,123,110.0,111.0,71.0,330.0,50.0,223.0,208.0,1449.0,278.0,262.0,1449.0,379.0,700.0,31.0,23,1,8917,2,,,0.0007830074298272,,2019-03-14 00:20:19,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2518,2518,2518,2518,76130,0,0,0,2,188,127,0,0,730.0,118,118,110.0,112.0,,332.0,54.0,215.0,111.0,1449.0,207.0,171.0,1449.0,445.0,721.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:20:34,cast_pressure,upper_mold_temp1,biscuit_thickness
2519,2519,2519,2519,76131,0,0,0,2,204,119,0,0,728.0,122,123,110.0,111.0,70.0,330.0,42.0,214.0,208.0,1449.0,278.0,263.0,1449.0,385.0,700.0,31.0,23,1,8917,2,,,0.0007019332539856,,2019-03-14 00:22:18,lower_mold_temp1,cast_pressure,facility_operation_cycleTime
2520,2520,2520,2520,76132,0,0,0,2,206,128,0,0,729.0,118,119,110.0,112.0,,332.0,53.0,214.0,110.0,1449.0,207.0,171.0,1449.0,451.0,716.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:22:33,cast_pressure,upper_mold_temp1,biscuit_thickness
2521,2521,2521,2521,76133,0,0,0,2,220,120,0,0,728.0,122,123,110.0,111.0,70.0,330.0,44.0,216.0,209.0,1449.0,278.0,262.0,1449.0,389.0,700.0,31.0,23,1,8917,2,,,0.0024914638440342,,2019-03-14 00:24:19,upper_mold_temp2,lower_mold_temp1,cast_pressure
2522,2522,2522,2522,76134,0,0,0,2,224,129,0,0,729.0,117,118,110.0,112.0,,332.0,54.0,215.0,111.0,1449.0,208.0,171.0,1449.0,444.0,729.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:24:32,cast_pressure,upper_mold_temp1,biscuit_thickness
2523,2523,2523,2523,76135,0,0,0,2,240,121,0,0,729.0,123,123,110.0,111.0,68.0,330.0,48.0,231.0,209.0,1449.0,278.0,261.0,1449.0,389.0,701.0,31.0,23,1,8917,2,,,0.0032907776598818,,2019-03-14 00:26:24,upper_mold_temp2,lower_mold_temp1,facility_operation_cycleTime
2524,2524,2524,2524,76136,0,0,0,2,241,130,0,0,731.0,118,119,110.0,112.0,,332.0,55.0,216.0,111.0,1449.0,205.0,172.0,1449.0,436.0,720.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:26:31,cast_pressure,upper_mold_temp1,biscuit_thickness
2525,2525,2525,2525,76137,0,0,0,2,257,122,0,0,730.0,123,123,110.0,111.0,67.0,329.0,45.0,226.0,209.0,1449.0,279.0,262.0,1449.0,388.0,701.0,31.0,23,1,8917,2,,,0.0032907776598818,,2019-03-14 00:28:26,upper_mold_temp2,lower_mold_temp1,cast_pressure
2526,2526,2526,2526,76138,0,0,0,2,259,131,0,0,732.0,117,119,110.0,111.0,,332.0,55.0,216.0,110.0,1449.0,203.0,172.0,1449.0,452.0,729.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:28:30,cast_pressure,upper_mold_temp1,biscuit_thickness
2527,2527,2527,2527,76139,0,0,0,2,279,123,0,0,731.0,123,123,110.0,112.0,67.0,330.0,44.0,232.0,209.0,1449.0,279.0,262.0,1449.0,390.0,701.0,31.0,23,1,8917,2,,,0.0047366399036163,,2019-03-14 00:31:40,upper_mold_temp2,lower_mold_temp1,cast_pressure
2528,2528,2528,2528,76140,0,0,0,2,280,132,0,0,733.0,118,118,110.0,112.0,,332.0,54.0,217.0,110.0,1449.0,199.0,172.0,1449.0,448.0,722.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:31:41,cast_pressure,upper_mold_temp1,biscuit_thickness
2529,2529,2529,2529,76141,0,0,0,2,287,133,0,0,733.0,118,119,110.0,112.0,,332.0,55.0,216.0,110.0,1449.0,203.0,172.0,1449.0,452.0,722.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:32:28,cast_pressure,upper_mold_temp1,biscuit_thickness
2530,2530,2530,2530,76142,0,0,0,2,289,124,0,0,731.0,123,123,110.0,112.0,66.0,330.0,48.0,231.0,209.0,1449.0,279.0,262.0,1449.0,388.0,700.0,31.0,23,1,8917,2,,,0.0053188442641006,,2019-03-14 00:32:31,upper_mold_temp2,lower_mold_temp1,sleeve_temperature
2531,2531,2531,2531,76143,0,0,0,2,308,134,0,0,733.0,118,119,110.0,112.0,,332.0,55.0,216.0,110.0,1449.0,207.0,172.0,1449.0,454.0,726.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:34:27,cast_pressure,upper_mold_temp1,biscuit_thickness
2532,2532,2532,2532,76144,0,0,0,2,309,125,0,0,731.0,123,123,110.0,111.0,65.0,330.0,49.0,215.0,209.0,1449.0,279.0,262.0,1449.0,381.0,700.0,31.0,23,1,8917,2,,,0.0048267541849213,,2019-03-14 00:34:38,upper_mold_temp2,lower_mold_temp1,sleeve_temperature
2533,2533,2533,2533,76145,0,0,0,2,324,135,0,0,733.0,118,119,110.0,112.0,,332.0,55.0,215.0,110.0,1449.0,206.0,172.0,1449.0,451.0,717.0,34.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:36:30,cast_pressure,upper_mold_temp1,biscuit_thickness
2534,2534,2534,2534,76146,0,0,0,2,326,126,0,0,731.0,122,123,110.0,112.0,64.0,330.0,44.0,229.0,209.0,1449.0,279.0,261.0,1449.0,386.0,701.0,31.0,23,1,8917,2,,,0.0047366399036163,,2019-03-14 00:36:43,upper_mold_temp2,lower_mold_temp1,sleeve_temperature
2535,2535,2535,2535,76147,0,0,0,2,343,136,0,0,733.0,118,118,110.0,112.0,,332.0,54.0,216.0,110.0,1449.0,206.0,172.0,1449.0,453.0,724.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:38:27,cast_pressure,upper_mold_temp1,biscuit_thickness
2536,2536,2536,2536,76148,0,0,0,2,345,127,0,0,730.0,122,123,110.0,112.0,63.0,330.0,45.0,203.0,210.0,1449.0,279.0,262.0,1449.0,387.0,700.0,31.0,23,1,8917,2,,,0.0036526952282142,,2019-03-14 00:38:45,upper_mold_temp2,lower_mold_temp1,cast_pressure
2537,2537,2537,2537,76149,0,0,0,2,360,137,0,0,732.0,117,119,110.0,112.0,,332.0,53.0,214.0,110.0,1449.0,207.0,172.0,1449.0,457.0,728.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:40:28,cast_pressure,upper_mold_temp1,biscuit_thickness
2538,2538,2538,2538,76150,0,0,0,2,363,128,0,0,729.0,123,123,110.0,111.0,62.0,330.0,47.0,228.0,210.0,1449.0,279.0,262.0,1449.0,386.0,702.0,31.0,23,1,8917,2,,,0.0032907776598818,,2019-03-14 00:40:51,upper_mold_temp2,lower_mold_temp1,facility_operation_cycleTime
2539,2539,2539,2539,76151,0,0,0,2,377,138,0,0,732.0,120,119,110.0,112.0,,332.0,53.0,215.0,109.0,1449.0,207.0,172.0,1449.0,457.0,713.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:42:23,cast_pressure,upper_mold_temp1,biscuit_thickness
2540,2540,2540,2540,76152,0,0,0,2,380,129,0,0,729.0,123,123,110.0,111.0,62.0,330.0,46.0,224.0,210.0,1449.0,279.0,262.0,1449.0,387.0,698.0,31.0,23,1,8917,2,,,0.0032992026727537,,2019-03-14 00:42:49,upper_mold_temp2,lower_mold_temp1,cast_pressure
2541,2541,2541,2541,76153,0,0,0,2,394,139,0,0,731.0,118,119,110.0,112.0,,332.0,54.0,215.0,110.0,1449.0,208.0,172.0,1449.0,457.0,716.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:44:19,cast_pressure,upper_mold_temp1,biscuit_thickness
2542,2542,2542,2542,76154,0,0,0,2,400,130,0,0,729.0,123,123,110.0,112.0,61.0,330.0,46.0,214.0,210.0,1449.0,279.0,262.0,1449.0,384.0,700.0,31.0,23,1,8917,2,,,0.0036526952282142,,2019-03-14 00:44:52,upper_mold_temp2,lower_mold_temp1,facility_operation_cycleTime
2543,2543,2543,2543,76155,0,0,0,2,412,140,0,0,730.0,119,120,110.0,112.0,,332.0,50.0,215.0,110.0,1449.0,209.0,172.0,1449.0,450.0,719.0,33.0,6,1,8412,1,,,0.0003122110501863,,2019-03-14 00:46:20,cast_pressure,upper_mold_temp1,high_section_speed
2544,2544,2544,2544,76156,0,0,0,2,416,131,0,0,729.0,123,123,110.0,113.0,59.0,330.0,43.0,219.0,210.0,1449.0,279.0,262.0,1449.0,384.0,700.0,31.0,23,1,8917,2,,,0.0032754617744542,,2019-03-14 00:46:55,upper_mold_temp2,lower_mold_temp1,cast_pressure
2545,2545,2545,2545,76157,0,0,0,2,430,141,0,0,730.0,119,119,110.0,112.0,,332.0,52.0,214.0,110.0,1449.0,210.0,172.0,1449.0,450.0,713.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:48:21,cast_pressure,upper_mold_temp1,biscuit_thickness
2546,2546,2546,2546,76158,0,0,0,2,436,132,0,0,729.0,123,123,110.0,112.0,59.0,330.0,42.0,228.0,210.0,1449.0,280.0,263.0,1449.0,383.0,699.0,31.0,23,1,8917,2,,,0.0032754617744542,,2019-03-14 00:49:05,upper_mold_temp2,lower_mold_temp1,cast_pressure
2547,2547,2547,2547,76159,0,0,0,2,446,142,0,0,729.0,119,119,110.0,112.0,,332.0,51.0,215.0,109.0,1449.0,211.0,172.0,1449.0,455.0,709.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:50:19,cast_pressure,upper_mold_temp1,biscuit_thickness
2548,2548,2548,2548,76160,0,0,0,2,452,133,0,0,729.0,123,123,110.0,112.0,58.0,330.0,43.0,223.0,210.0,1449.0,280.0,263.0,1449.0,386.0,698.0,31.0,23,1,8917,2,,,0.0032605991305105,,2019-03-14 00:51:05,upper_mold_temp2,lower_mold_temp1,cast_pressure
2549,2549,2549,2549,76161,0,0,0,2,462,143,0,0,729.0,118,119,110.0,112.0,,332.0,55.0,216.0,109.0,1449.0,212.0,172.0,1449.0,451.0,720.0,33.0,6,1,8412,1,,,0.0002495347289368,,2019-03-14 00:52:18,cast_pressure,upper_mold_temp1,biscuit_thickness
